Institution_ID,Institution_Name,Institution_City
108524,Gateway Community College,New Haven
108542,St Vincent's College,Bridgeport
108551,Stamford Health System,Stamford
108560,Southern Connecticut State University,New Haven
108579,Stone Academy - Hamden,West Haven
108588,Tri-State College of Acupuncture,New York
108597,Trinity College,Hartford
108603,Tunxis Community College,Farmington
108612,United States Coast Guard Academy,New London
108630,Wesleyan University,Middletown
108649,Westlawn Institute of Marine Technology,Bath
108658,Western Connecticut State University,Danbury
108676,Yale University,New Haven
108685,Beebe Medical Center,Lewes
108694,Dawn Career Institute,Wilmington
108719,Delaware Technical and Community College - Owens,Georgetown
108728,Delaware Technical and Community College - Terry,Dover
108737,Delaware Technical and Community College,Newark
108746,Delaware State University,Dover
108755,University of Delaware,Newark
108764,Goldey-Beacom College,Wilmington
108782,Schilling-Douglas School of Hair Design,Newark
108791,Wesley College,Dover
108807,Wilmington University,New Castle
108816,American University,Washington
108825,Catholic University of America,Washington
108834,Corcoran College of Art and Design,Washington
108843,National Intelligence University,Washington
108852,University of the District of Columbia,Washington
108861,Dominican House of Studies,Washington
108870,Gallaudet University,Washington
108889,George Washington University,Washington
108898,Georgetown University,Washington
108904,Harrison Center for Career Education,Washington
108913,Howard University,Washington
108922,Dudley Beauty College,Washington
108940,Southeastern University,Washington
108968,Strayer University,Washington
108977,National Conservatory of Dramatic Arts,Washington
108986,Trinity Washington University,Washington
109004,Wesley Theological Seminary,Washington
109013,Wyotech - Daytona Beach,Daytona Beach
109022,The Art Institute of Fort Lauderdale Inc,Fort Lauderdale
109031,Atlantic Technical Center,Coconut Creek
109040,The Baptist College of Florida,Graceville
109059,Barry University,Miami Shores
109068,"Bay Medical Center, Sacred Heart System Gooding Institute of Nurse Anesthesia",Panama City
109077,Bethune - Cookman University,Daytona Beach
109086,Lynn University,Boca Raton
109095,"GUTI, The Premier Beauty and Wellness Academy - Bradenton",Bradenton
109101,Bradford-Union Vocational Technical Center,Starke
109110,Eastern Florida State College,Cocoa
109129,Broward College,Fort Lauderdale
109138,Fortis College- Winter Park,Winter Park
109156,College of Central Florida,Ocala
109165,Florida Christian College,Kissimmee
109174,University of Central Florida,Orlando
109183,Charlotte Technical Center,Port Charlotte
109192,Chipola College,Marianna
109208,Clearwater Christian College,Clearwater
109217,Lorenzo Walker Institute of Technology,Naples
109235,Daytona State College,Daytona Beach
109253,Eckerd College,Saint Petersburg
109262,Florida SouthWestern State College,Fort Myers
109271,Educating Hands School of Massage,Miami
109280,Edward Waters College,Jacksonville
109299,Embry-Riddle Aeronautical University - Daytona Beach,Daytona Beach
109305,Florida Agricultural and Mechanical University,Tallahassee
109314,Florida Atlantic University,Boca Raton
109323,Florida State College at Jacksonville,Jacksonville
109332,Flagler College,Saint Augustine
109341,FlightSafety Academy,Vero Beach
109350,Florida College,Temple Terrace
109369,Concorde Career Institute,Jacksonville
109378,Concorde Career Institute,Miramar
109387,Concorde Career Institute,Tampa
109396,Adventist University of Health Sciences,Orlando
109402,Florida Institute of Technology-Melbourne,Melbourne
109411,Florida Institute of Ultrasound,Pensacola
109420,Florida International University,Miami
109439,Florida Keys Community College,Key West
109448,Florida Memorial University,Miami Gardens
109457,Florida Career College - Miami,Miami
109466,Florida School of Massage,Gainesville
109475,Florida Southern College,Lakeland
109484,Florida State University,Tallahassee
109493,Florida Technical College,Orlando
109509,University of Southernmost Florida,Jacksonville
109518,University of Florida,Gainesville
109536,Fort Pierce Beauty Academy,Fort Pierce
109545,Full Sail University,Winter Park
109554,George Stone Career Center,Pensacola
109563,George T Baker Aviation School,Miami
109572,Gulf Coast State College,Panama City
109581,Key College,Dania Beach
109590,Hillsborough Community College,Tampa
109606,Hobe Sound Bible College,Hobe Sound
109615,Hollywood Institute of Beauty Careers,Hollywood
109624,Cortiva Institute - Humanities Center School of Massage,Pinellas Park
109633,Indian River State College,Fort Pierce
109651,International Academy,South Daytona
109660,Miami International University of Art and Design,Miami
109679,ATI College of Health,Miami
109697,Jacksonville University,Jacksonville
109712,Keiser University,Fort Lauderdale
109721,Heritage Institute - Fort Myers,Fort Myers
109730,La Belle Beauty School,Hialeah
109749,Florida Gateway College,Lake City
109758,Lake Technical Center,Eustis
109767,Lake-Sumter State College,Leesburg
109776,Lakeland Regional Health Medical Center,Lakeland
109785,Fort Myers Institute of Technology,Fort Myers
109794,Lively Technical Center,Tallahassee
109800,Lindsey Hopkins Technical Education Center,Miami
109828,"Loraine?s Academy, Inc.",Saint Petersburg
109837,"Luther Rice College and Seminary, Inc.",Lithonia
109846,"State College of Florida, Manatee-Sarasota",Bradenton
109855,Manatee Technical Institute,Bradenton
109864,Manhattan Hairstyling Academy,Tampa
109873,Margate School of Beauty Inc,Margate
109907,Miami Lakes Educational Center,Miami Lakes
109916,Miami Dade College,Miami
109925,University of Miami,Coral Gables
109934,Mid Florida Tech,Orlando
109961,Remington College - Tampa Campus,Tampa
109998,"National Training, Inc.",Orange Park
110006,Academy of Healing Arts Massage and Facial Skin Care,Lake Worth
110024,Fortis College - Tampa,Tampa
110033,Normandy Beauty School of Jacksonville,Jacksonville
110042,North Florida Community College,Madison
110051,Core Institute,Tallahassee
110060,Florida School of Traditional Midwifery,Gainesville
110079,University of North Florida,Jacksonville
110097,Nova Southeastern University,Fort Lauderdale
110103,Northwest Florida State College,Niceville
110112,Everest University - North Orlando,Orlando
110121,Orlando Technical Center,Orlando
110130,Palm Beach Atlantic University - West Palm Beach,West Palm Beach
110149,Palm Beach State College,Lake Worth
110158,Pasco-Hernando State College,New Port Richey
110167,Pensacola State College,Pensacola
110176,Pinellas Technical Education Center - Clearwater Campus,Clearwater
110185,Polk State College,Winter Haven
110194,Poynter Institute for Media Studies,St. Petersburg
110200,Radford M. Locklin Technical Center,Milton
110219,Saint Vincent de Paul Regional Seminary,Boynton Beach
110228,ATI Career Training Center - Miami,Miami
110237,ATI Career Training Center - Oakland Park,Oakland Park
110246,Ridge Career Center,Winter Haven
110255,Ringling College of Art and Design,Sarasota
110264,Toni & Guy Hairdressing Academy - Jacksonville,Jacksonville
110273,Robert Morgan Educational Center,Miami
110282,Rollins College,Winter Park
110307,First Coast Technical College,St Augustine
110316,Saint Leo University,Saint Leo
110325,St. Petersburg College,Clearwater
110334,Pinellas Technical Education Center - St. Petersburg Campus,Saint Petersburg
110343,Santa Fe College,Gainesville
110352,Sarasota County Technical Institute,Sarasota
110370,Seminole State College of Florida,Sanford
110389,Sheridan Technical Center,Hollywood
110398,Saint John Vianney College Seminary,Miami
110404,St. Johns River State College,Palatka
110413,South Florida State College,Avon Park
110422,University of South Florida,Tampa
110440,St. Vincent's Medical Center,Jacksonville
110459,Saint Thomas University,Miami Gardens
110468,Stenotype Institute of Jacksonville Inc,Jacksonville
110477,Stetson University,DeLand
110486,Southeastern University,Lakeland
110495,Bene's Career Academy,New Port Richey
110501,Suncoast II the Tampa Bay School of Massage Therapy LLC,Tampa
110510,Suwannee-Hamilton Technical Center,Live Oak
110529,Tallahassee Community College,Tallahassee
110538,Talmudic College of Florida,Miami Beach
110565,The University of Tampa,Tampa
110574,Taylor Technical Institute,Perry
110583,Tom P Haney Technical Center,Panama City
110592,ATI Career Training Center - Fort Lauderdale,Fort Lauderdale
110608,Trinity Baptist College,Jacksonville
110617,Trinity College of Florida,Trinity
110635,Fashion Focus Hair Academy,Sarasota
110644,Valencia College,Orlando
110653,Warner University,Lake Wales
110662,Washington-Holmes Technical Center,Chipley
110671,Webber International University,Babson Park
110705,The University of West Florida,Pensacola
110714,Westside Tech,Winter Garden
110723,McFatter Technical Center,Davie
110732,Winter Park Tech,Winter Park
110741,Withlacoochee Technical Institute,Inverness
110750,Abraham Baldwin Agricultural College,Tifton
110778,Agnes Scott College,Decatur
110787,Interactive College of Technology,Chamblee
110802,Albany Technical College,Albany
110811,Darton State College,Albany
110820,Albany State University,Albany
110848,Andrew College,Cuthbert
110857,Armstrong State University,Savannah
110866,The Art Institute of Atlanta,Atlanta
110875,Georgia Career Institute,Conyers
110884,Atlanta Technical College,Atlanta
110893,Point University,East Point
110909,Atlanta College of Art,Atlanta
110918,Atlanta Metropolitan State College,Atlanta
110927,Atlanta School of Massage,Atlanta
110936,Clark Atlanta University,Atlanta
110945,Augusta Technical College,Augusta
110954,Augusta State University,Augusta
110963,Bainbridge State College,Bainbridge
110981,Bauder College,Atlanta
110990,Beauty College of America,Forest Park
111009,East Central Technical College,Fitzgerald
111018,Berry College,Mount Berry
111027,Beulah Heights University,Atlanta
111036,Brenau University,Gainesville
111045,Brewton-Parker College,Mount Vernon
111054,Brown College of Court Reporting and Medical Transcription,Atlanta
111063,College of Coastal Georgia,Brunswick
111072,West Central Technical College,Waco
111081,Clayton  State University,Morrow
111090,Columbia Theological Seminary,Decatur
111106,Columbus Technical College,Columbus
111115,Columbus State University,Columbus
111124,Georgia Northwestern Technical College - Floyd County Campus,Rome
111133,Covenant College,Lookout Mountain
111142,Dalton State College,Dalton
111151,Pro Way Hair School,Stone Mountain
111160,Dekalb Medical Center,Decatur
111188,South University,Savannah
111197,East Georgia State College,Swainsboro
111203,Emmanuel College,Franklin Springs
111212,Emory University,Atlanta
111221,Georgia Highlands College,Rome
111230,Fort Valley State University,Fort Valley
111249,Grady Health System Professional Schools,Atlanta
111258,Georgia Institute of Technology - Main Campus,Atlanta
111267,Georgia Southwestern State University,Americus
111276,Gainesville State College,Oakwood
111294,Georgia College and State University,Milledgeville
111300,Everest Institute - Atlanta Downtown,Atlanta
111319,Georgia Military College - Milledgeville,Milledgeville
111328,Georgia Southern University,Statesboro
111337,Georgia State University,Atlanta
111346,University of Georgia,Athens
111355,Gordon State College,Barnesville
111364,Griffin Technical College,Griffin
111373,Gupton Jones College of Funeral Service,Decatur
111382,Gwinnett College,Lilburn
111391,Gwinnett Technical College,Lawrenceville
111416,Middle Georgia Technical College,Warner Robins
111425,Interdenominational Theological Center,Atlanta
111434,Kennesaw State University,Kennesaw
111443,Savannah River College,Augusta
111452,LaGrange College,Lagrange
111461,Lanier Technical College,Oakwood
111470,Life University,Marietta
111489,Central Georgia Technical College,Macon
111498,Macon State College,Macon
111504,Chattahoochee Technical College,Marietta
