Institution_ID,Institution_Name,Institution_City
176008,San Mateo Adult School,San Mateo
176026,Santa Clara Adult Community & Educational Options Center,Santa Clara
176044,Santa Cruz Adult Education,Santa Cruz
176062,Santa Cruz County ROP,Capitola
176071,Sierra Conservation Center Adult School,Jamestown
176080,Sierra Vista Adult School - Central Calif. Women's Facility,Chowchilla
176099,South Gate Community Adult School,South Gate
176114,South San Francisco Adult Education,South San Francisco
176132,Sunnyvale - Cupertino Adult & Community Education,Sunnyvale
176141,Sweetwater Union High School District - Adult Education,Chula Vista
176150,Telachapi Adult School - Calif. Correctional Institution,Tehachapi
176169,Federal Correctional Institution - Terminal Island,Terminal Island
176187,Alvareita's College of Cosmetology,Belleville
176266,Knox Theological Seminary,Fort Lauderdale
176275,Mesa Community College - Boswell,Sun City
176284,Southern Illinois Collegiate Common Market,Herrin
176293,Northwest Health System,Springdale
176327,Glendale Memorial Hospital,Glendale
176336,Art and Science Institute of Cosmetology and Massage Therapy,Fairmont
176345,Quantum Helicopters,Chandler
176354,Ave Maria University,Ave Maria
176381,Public Health Foundation,Irwindale
176424,American College of California,San Francisco
176433,California College of Communication,Campbell
176451,JEM College,Corona
176460,Moreno Valley College,Moreno Valley
176479,CIT College of InfoMedical Technology - Fullerton,Fullerton
176488,Aveda Fredric's Instutute,West Chester
176503,The John Leland Center for Theological Studies,Falls Church
176521,Integrated Digital Technologies,Pasadena
176549,Ladera Career Paths Training Center,Los Angeles
176558,Lake College,Redding
176576,Make-up Designory,Burbank
176594,National Polytechnic College,Commerce
176637,Stanbridge College,Irvine
176655,Tri-Community Adult Education,Covina
176664,Tsunami Adult School - Pelican Bay State Prison,Crescent City
176673,Tulare Adult School,Tulare
176682,Tulare Lake Adult School,Corcoran
176691,Valley Rose Adult School - Wasco State Prison,Wasco
176707,Beauty and Massage Institute,Vero Beach
176716,Van Nuys Community Adult School,Van Nuys
176725,Venice Community Adult School & Skills Ctr. - University CAS,Los Angeles
176734,Visalia Adult School,Visalia
176798,Vista Adult School,Vista
176804,Miami-Dade County Public Schools,Miami
176813,Visions Adult School - California State Prison,Corcoran
176822,Vista Del Rio Adult School - Calif. Rehabilitation Center,Norco
176831,Waipahu Community Scool,"Waipahu, Ohau"
176840,CollegeAmerica - Colorado Springs,Colorado Springs
176859,Watsonville - Aptos Adult School,Watsonville
176868,Westchester - Emerson Community Adult School,Los Angeles
176877,CollegeAmerica - Fort Collins,Fort Collins
176895,Whittier Adult School,Whittier
176901,Broward County Public Schools,Ft. Lauderdale
176910,George W. Truett Theological Seminary of Baylor University,WACO
176929,Woodland Adult Education,Woodland
176938,"Harrison Career Institute - Washington, DC",Washington
176974,Aviator College of Aeronautical Science & Technology,Ft. Pierce
176992,Career Institute of Florida,St. Petersburg
177029,Cutting Edge Hairstyling Academy - Tampa,Tampa
177056,The Colburn School,Los Angeles
177065,Keiser Career College - Port St. Lucie,Port St. Lucie
177092,Carsten Institute of Cosmetology- New York,New York
177117,PC Professor - West Palm Beach,West Palm Beach
177126,PC Professor - Pembroke Pines,Pembroke Pines
177135,University of Bridgeport/Fones School of Dental Hygiene,Bridgeport
177144,Norfolk State University Virginia Beach Higher Education Cen,Virginia Beach
177153,Palm Beach Academy of Health & Beauty,Lake Park
177171,Pelican Flight Training Center,Pembroke Pines
177180,Space Coast Health Institute,West Melbourne
177199,Hartford Hospital,Hartford
177205,Los Angeles Music Academy,Pasadena
177214,Laurus Technical Institute - Jonesboro,Jonesboro
177232,Northwest Lineman College,Meridian
177302,Cutting Edge Hairstyling Academy - Shawnee,Shawnee
177339,The Music School of Delaware,Wilmington
177357,New World Symphony,Miami Beach
177375,"Cosmetology School of Arts and Sciences, LLC",Burley
177384,Culpeper Cosmetology Training Center,Culpeper
177393,Aveda Institute Provo,Provo
177418,Delaware Learning Institute of Cosmetology,Dagsboro
177427,Avalon School of Cosmetology,Phoenix
177463,Defense Language Institute,Lackland AFB
177481,Texas International Education Consortium,Austin
177515,Sister Rosalind Gefre Schools and Clinics of Massage,West St. Paul
177524,Delta Technical College,Horn Lake
177542,University Language Institute,Tulsa
177551,Vortex Helicopters,Long Beach
177579,Wisconsin ESL Institute,Madison
177597,Professional Massage Training Center,Springfield
177630,Myotherapy Institute - Grand Island,Grand Island
177649,Rocky Mountain University of Health Professions,Provo
177694,New Jersey School of Locksmithing,Jersey City
177700,Performance Training,Toms River
177719,Target Training Center,Kenilworth
177737,Villa Montessori School,Phoenix
177746,John Weinaker Montessori School,Mobile
177755,Fountainhead Montessori Adult Education,Dublin
177764,Montessori Institute of Advanced Studies,Castro Valley
177782,Montessori Training Center,Shingle Springs
177825,Florida Institute of Montessori Studies,Indian Harbour Beach
177834,Maitland Montessori School,Maitland
177843,Montessori Teacher Training Institute,Miami
177852,Center for Natural Wellness School,Albany
177861,New Gate Center for Montessori Studies,Sarasota
177870,IVY TECH STATE COLLEGE - KOKOMO - Health Sciences,Kokomo
177889,Orlando Montessori Teacher Education Institute,Celebration
177898,The Nail Academy,Jamaica
177913,Pensacola Campus (MTEC-San Francisco Bay Area),Pensacola
177922,Seacoast Center for Education at New Gate School,Sarasota
177931,Summit Montessori Teacher Training Institute,Davie
177959,Atlanta Montessori Teacher Education Program,Smyrna
177968,Ohio Institute of Health Careers - Elyria,Elyria
177995,Midwest Montessori Teacher Training Center,Evanston
178004,Iowa Montessori Training Center,Des Moines
178022,Montgomery Montessori Institute,Rockville
178031,Washington Conservatory of Music,Bethesda
178040,DETROIT PUBLIC SCHOOLS,Detroit
178059,Maryland Center for Montessori Studies,Lutherville
178068,Interlochen Center for the Arts,Interlochen
178095,Lebanon County Career School,Lebanon
178129,Wrightco Technologies Technical Training Institute - Unionto,Uniontown
178147,Wrightco Technologies Technical Training Inst. - Shelocta,Shelocta
178156,Wrightco Technologies Technical Training Inst. - Alexandria,Alexandria
178183,Lexington Montessori School,Lexington
178192,Montessori Institute - New England,Beverly
178208,Success Healthcare/St. Alexius Hospital,St. Louis
178217,Tufts University School of Medicine,Boston
178226,New England Montessori Teacher Education Center,Newtown
178235,Cleveland Music School Settlement,"Cleveland,"
178253,Northeast Montessori Institute,Wenham
178262,Seacoast Center for Education,Stratham
178271,Adrian Dominican Montessori Teacher Education Institute,Adrian
178299,Pennsylvania Academy of Music,Lancaster
178305,Aguadilla Technological College,Rio Piedras
178314,American Technological College - Ponce,Ponce
178332,D'Mart Institute - Corozal,Corozal
178341,Educational Technical College - Coamo,Coamo
178369,Missouri Montessori Teacher Education Program,Chesterfield
178378,Instituto de Educacion Vocacional - Morovis,Morovis
178387,Mid-American Montessori Teacher Training Institute,Omaha
178402,Universal Career Community College - Manati,Manati
178411,Universal Career Community College - Humacao,Humacao
178420,Christopher Academy (NCME),Scotch Plains
178448,Montessori Teacher Training of New Jersey,Plainsboro
178457,The Village School for Children,Waldick
178466,Buffalo Montessori Teacher Education Program,Clarence
178475,SAE Institute of Technology - Nashville,Nashville
178484,Florida Academy of Health & Beauty,Oakland Park
178493,Center for Montessori Teacher Education NY,White Plains
178509,West Side Montessori School's Teacher Education Program,New York
178518,U.S. Army War College,Carlisle
178536,Galena City Schools,Galena
178545,Columbus Montessori Center/COMET,Columbus
178563,Columbus Montessori Teacher Education Program,Columbus
178572,Greater Cincinnati Center for Montessori Education,Covington
178581,A New Beginning School of Massage,Austin
178590,"Montessori Opportunities, Inc",Norwalk
178633,Hallmark University-College of Aeronautics,San Antonio
178642,Sterling Health Center,Addison
178651,"Wisconsin Conservatory of Music, Inc","Milwaukee,"
178660,Penn-Mont Academy,Hollidaysburg
178679,Institute for Guided Studies,Camden
178688,Raritan Bay Medical Center,Perth Amboy
178721,Trinitas Hospital,Elizabeth
178730,"Montessori Educators International, Inc",Louisville
178758,Dallas Montessori Teacher Education Program,Dallas
178767,Albuquerque Public Schools,Albuquerque
178776,Dona Ana Branch Community College,Las Cruces
178794,AKS Massage School,Herndon
178800,Aviation Institute of Maintenance - Manassas,Manassas
178846,Harley's Beauty & Barber Career Institute,Columbia
178855,Southwestern Montessori Training Center (IND),Denton
178873,Northern Virginia Montessori Institute,Ashburn
178882,Montessori College for Early Education,Bellevue
178891,Phillips Beth Israel School of Nursing,New York
178907,Cumberland County Technical Education Center,Bridgeton
178934,Montessori Education Institute/Pacific NW,Woodinville
178943,Cape May County Technical Institute,Cape May Court House
178961,Adult and Continuing Education - Cleveland Extension,Cleveland
178970,Montessori Teacher Preparation of Washington,Kent
178998,Spring Valley Montessori Teacher Education Program,Federal Way
179007,Albuquerque Job Corps Center,Albuqueque
179025,Ashland County - West Holmes Career Center,Ashland
179052,Electronic Data Processing College of Puerto Rico,Hato Rey
179061,Kenneth Shuler School of Cosmetology,Spartanburg
179089,The Institute of World Politics,Washington
179098,Columbia Central University,Caguas
179104,Diamond Oaks Career Development Center,Cincinnati
179113,Instituto Irma Valentin,Arecibo
179122,Four County Career Center,Archbold
179131,Instituto Irma Valentin - Santurce,Catano
179140,Atlanta Ballet Centre for Dance Education,Atlanta
179159,Ballet Idaho Academy,Boise
179186,Houston Ballet Ben Stevenson Academy,"Houston,"
179195,"Laban/Bartenieff Institute of Movement Studies, Inc.",New York
179201,Limon Institute,New York City
179210,SUNY -  Educational Opportunity Center,Buffalo
179247,Jones Beauty College #4,Lewisville
179265,Com-Tec Institute,East Orange
179274,The Hair Academy Inc.,Dublin
179283,"Martha Graham School of Contemporary Dance, Inc",New York
179308,Nutmeg Ballet,Torrington
179317,Kirkland Beauty School,Woodinville
179344,Maui Academy of cosmetology LLC,Kahului
179353,Paul Mitchell The School Logan,Logan
179362,The Barber School,Memphis
179380,MJM Institute of Cosmetology,Grand Junction
179399,Mordern Hairstyling Institute,Miami
179414,The Aveda Institute of New Mexico,Albuquerque
179423,"North Florida Cosmetology Institute, Inc.",Tallahassee
179432,North Hills Beauty Academy,Pittsburgh
179441,Cleveland Clinic - Northeast Ohio,East Cleveland
179469,PICKAWAY-ROSS JOINT VOCATIONAL SCHOOL,CHILLICOTHE
179478,Barber Tech Academy,Orangeburg
179487,Port St. Lucie Beauty Academy,Port St. Lucie
179502,Pyramid Beauty School,Memphis
179511,Pittsburgh Mercy Health System,Pittsburgh
179520,Regency School of Hair Design,Prestonsburg
179557,Rogie's School of Beauty Culture,San Juan
179584,Rosslyn Training Academy of Cosmetology Inc.,Aguada
179609,Baylor College of Dentistry of Tx A&M Health Sci Ctr,Dallas
179618,School of Health Care Sciences - Air Force,Sheppard AFB
179627,Center for Technology - Essex,Essex Junction
179663,Photographic Center Northwest,Seattle
179672,"Pittsburgh Filmmakers, Inc.",Pittsburgh
179681,The Academy of Hair Design #7,Carthage
179690,The Academy of Hair Design #8,D'Iberville
179751,The Institute of Beauty and Wellness,Milwaukee
179779,Day Spa Career College,Ocean Springs
179797,Gulfport Job Corps Center,Gulfport
179803,Mississippi Job Corps Center,Crystal Springs
179812,Tri County Beauty College,Cincinnati
179830,Your School of Beauty Culture,Chicago
179876,U.S.A. Beauty School International Inc.,New York
179894,Oconaluftee Job Corps Civilian Conservation Center,Cherokee
179900,Schenck Civilian Conservation Center,Pisgah Forest
179919,Defense Institute of Security Assistance Management,Wright-Patterson AFB
179928,American Musical and Dramatic Academy - Los Angeles,Los Angeles
179946,Stella Adler Studio of Acting,New York
179955,Upper Bucks Institute of Aeronautics,Quakertown
179964,Bamberg Job Corps Center,Bamberg
179982,"Wackenhut Services, Inc., Savannah River Site",Aiken
180009,Andrews University/Dayton,Dayton
180018,Jacobs Creek Job Corps Civilian Conservation Center,Bristol
180045,Southeastern College at Wake Forest SBS,Wake Forest
180063,John D. Rockefeller IV Career Center,New Cumberland
180081,Montgomery Job Corps Center,Montgomery
180090,U.S. Army Ordnance Munitions and Electronics Maintence School,Redstone Arsenal
180142,Santa Barbara Business College - Ventura,Ventura
180179,Aviation and Electronic Schools of America - Colfax,Colfax
180203,Mayfield College,Cathedral City
180221,"Joint Intelligence Training Activity, Pacific",San Diego
180319,"21st Century Oncology, Inc. School for Radiation Therapy Technology",Cape Coral
180328,Levin School of Health Care,Delray Beach
180355,Defense Equal Opportunity Management Institute,Patrick Air Force Base
180364,Arthur G. James Cancer Hospital and Richard J. Solove Research,Columbus
180382,Brown Mackie College - Atlanta,Atlanta
180391,AmesEd,Fort Worth
180416,Golf Academy of America,Kaneohe
180425,University of Louisville Hospital,Louisville
180470,US Army Medical Department Center and School,Fort Sam Houston
180489,Halifax Medical Center,Daytona Beach
180498,Oregon Career and Technology Center,Toledo
180504,David L. Carrasco Job Corps Center,El Paso
180513,Memorial Sloan-Kettering Cancer Center,New York
180586,Inter-American Air Forces Academy,Lackland AFB
180647,Oklahoma University Medical Center,Oklahoma City
180726,Miami Job Corps Center,Miami
180735,Professional Chef's Institute of the South,Baton Rouge
180744,Kaplan University - Frederick,Frederick
180762,Army Quartermaster Center and School,Fort Lee
180771,Harlem Hospital Center,New York
180780,Army Transportation and Aviation Logistics School,Ft. Lee
180799,Columbus Regional Hospital,Columbus
180814,Blue Ridge Job Corps Center,Marion
180841,West Boca Medical Center,Boca Raton
180850,Mary Washington Hospital,"Fredericksburg,"
180869,The University of Texas School of Health Professions,Houston
180878,Defense Acquisition University,Ft. Belvoir
180896,Defense Commissary Agency,Ft. Lee
180902,"Barnes-Jewish Hospital, Washington University Med Center",St. Louis
180948,National Geospatial Intelligence College,Springfield
180966,Canton City Schools Adult Career and Technical Education,Canton
181002,Universal Career School,Sweetwater
181011,Brookside Business and Technical Institute,Sussex
181039,U.S. Army Logistics University,Fort Lee
181066,Wheaton Franciscan Healthcare/All Saints,Racine
181109,Wheaton Franciscan Healthcare - St. Joseph - Glendale,Milwaukee
181145,"United States Army Infantry School, Fort Benning",Ft. Benning
181163,Atlanta Job Corps Center,Atlanta
181190,Franklin College of Court Reporting,New Orleans
181224,University of Wisconsin Hospital & Clinics,Madison
181242,Long Island Business Institute - Flushing,Flushing
181279,Louisiana Technical College - Jumonville Memorial Campus,Angola
181288,Shreveport Job Corps Center,Shreveport
181312,Defense Information School,Ft. George G. Meade
181330,Georgia Driving Academy,Conyers
181358,Center for Development of Security Excellence (CDSE),Linthicum
181367,National Cryptologic School,Ft. Meade
181394,U.S. Army Ordnance Mechanical Maintenance School,Aberdeen Proving Ground
181437,Brown Mackie College - Dallas,Garland
181455,Business Skills Institute - El Paso,El Paso
181543,International Business School - Denton,Denton
181561,International Business School--MIDLAND,MIDLAND
181631,Hendrick Medical Center,Abilene
181677,National Center for Credibility Assessment,Columbia
181701,Instituto de Banca y Comercio - Hato Rey,Hato Rey
181808,Carl D. Perkins Job Corps Center,Prestonburg
181844,Earle C. Clements Job Corps Academy,Morganfield
181871,St. Christopher's Hospital for Children,Philadelphia
181899,Arrowhead Regional Medical Center,Colton
181905,Baptist Medical Center South,Montgomery
181914,UF Health Jacksonville,Jacksonville
181923,St. John's Mercy Medical Center,St. Louis
181932,St. Cloud Hospital,St. Cloud
181941,"Bethesda Memorial Hospital, Inc.",Boynton Beach
181950,Port Huron Hospital,Port Huron
181969,North Oaks Health System,Hammond
181978,Glens Falls Hospital,Glens Falls
181987,Detroit Medical Center - Sinai-Grace Hospital,Detroit
181996,St. Vincent Kokomo/St. Vincent Health,Indianapolis
182005,Community Health Network,Indianapolis
182014,Hancock Memorial Hospital and Health Service,Greenfield
182023,Montessori Institute for Teacher Education,Wilmington
182032,Children's Hospital of Michigan,Detroit
182078,ICDC College - Van Nuys,Van Nuys
182087,ICDC College - Huntington Park,Huntington Park
182096,ICDC College - Lawndale,Lawndale
182111,Sage Technical Services - Coeur d'Alene,Coeur d'Alene
182139,American Institute of Technology - NV,North Las Vegas
182148,Careers Unlimited - Utah,Orem
182157,Cambridge College - WA,Bellevue
182166,Canadian Valley Technology Center,Chickasha
182175,The King's College,New York
182236,North Shore University Hospital Graduate School of Molecular Medicine,Manhasset
182290,UTA Mesivta of Kiryas Joel,Monroe
182306,Capri Institute of Hair Design-Succasunna,Succasunna
182315,Yeshiva and Kolel Bais Medrosh Elyon,Monsey
182324,Yeshiva Zichron Aryeh,Cedarhurst
182379,I.T.S. Academy of Beauty - Odessa,Odessa
182430,Institute of Beauty Careers-Manati,Manati
182449,Kenneth Shuler School of Cosmetology,Columbia
182467,Instituto Irma Valentin - Moca,Moca
182537,Virginia Beach Theological Seminary,Virginia Beach
182546,Elite Beauty College - Garden Grove,Garden Grove
182555,Aims Academy - Grand Prairie,GRAND PRAIRIE
182582,National Massage Therapy Institute - Egg Harbor,Egg Harbor
182591,Arizona Christian University,Phoenix
182625,National Massage Therapy Institute - Turnersville,Turnersville
182652,Naval School of Health Sciences - San Diego,San Diego
182661,Holy Cross Hospital,Silver Spring
182698,The National Massage Therapy Institute Division of PSB,Philadelphia
182722,Sherman Cosmetology College,Sherman
182740,Blue Sky School of Professional Massage - DePere,DePere
182768,Blue Sky School of Professional Massage - Madison,Madison
182847,"National Geospatial Intelligence College, St. Louis",St. Louis
182874,Venus Beauty Academy,Aston
182908,Rob Roy Academy,Woonsocket
182917,American Sentinel University - Aurora,Aurora
182926,City Vision University,Kansas City
182935,Air University Extension Course Program,Maxwell AFB-Gunter Annex
182944,American Career Institute,Las Vegas
182962,American Public University System,Charles Town
182980,APT College,Carlsbad
182999,Army Institute for Professional Development U.S. Training Ar,Ft. Eustis
183008,Aspen University,Denver
183017,At-Home Professions,Fort Collins
183026,Babel University Professional School of Translation,Honolulu
183035,Brighton College,Scottsdale
183044,Independence University,Salt Lake City
183053,California National University for Advanced Studies,Torrance
183071,College for Professional Studies,Boca Raton
183099,Columbia Southern University,Orange Beach
183114,Diamond Council of America,Nashville
183123,Penn Foster Career School,Scranton
183141,Global University,Springfield
183150,HARDI Home Study Institute,Columbus
183169,Holmes Institute,Golden
183202,Instituto Postsecundario de Educacion a Distancia,Caguas
183211,Dunlap-Stone University,Phoenix
183220,John Tracy Clinic,Los Angeles
183248,Marine Corps Institute,Washington Navy Yard
183257,National Association of Medical Staff Services,Austin
183284,Seminary Extension Independent Study Institute,Nashville
183293,Sessions Online Schools of Art and Design,Tempe
183309,Sonoran Desert Institute,Scottsdale
183318,Southwest University,Kenner
183327,Universidad FLET,Miami
183336,University of St. Augustine for Health Sciences,St. Augustine
183354,Galiano Career Academy,Altamonte Springs
183381,Blackstone Career Institute,Allentown
183406,Paradise Valley Unified School District,Phoenix
183415,SOUTHERN NEW JERSEY TECHNICAL SCHOOL - WOODBURY,WOODBURY
183424,SOUTHERN NEW JERSEY TECHNICAL SCHOOL- WILLINGBORO,WILLINGBORO
183433,Visible Music College,Memphis
183442,Bob Jones University,Greenville
183451,Mid-America Reformed Seminary,Dyer
183488,Crystal Mountain School of Therapeutic Massage,Albuquerque
183497,Ex'pression College for Digital Arts,Emeryville
183503,Allegro Music College,Santurce
183521,Salem County Career and Technical High School,Woodstown
183530,SUNY Downstate Medical Center,Brooklyn
183549,OISE Boston,Boston
183558,Roseman University of Health Sciences,Henderson
183567,Allied Career Center,Carrollton
183576,CDA Technical Institute,Jacksonville
183594,IMEDIA,Providence
183600,"Caspari Montessori Institute International, Inc.",Livingston
183619,Montessori Casa International,Denver
183628,Montessori Teacher Training Institute,Laguna Beach
183655,Education and Technology Institute,Greensburg
183664,Academy of Computer Education,Greenbelt
183673,Augusta School of Massage,Evans
183682,University of East West Medicine,Sunnyvale
183691,Appalachian College of Pharmacy,Oakwood
183707,Southern Evangelical Seminary,Matthews
183716,Holy Trinity Orthodox Seminary,Jordanville
183725,Bais Medrash Toras Chesed,Lakewood
183734,Derech Ayson Rabbinical Seminary,Far Rockaway
183743,Talmudical Seminary of Bobov,Brooklyn
183761,Trident University International,Cypress
183770,University of the West,Rosemead
183789,Health Careers Center of Mercer County Technical Schools,Trenton
183798,Mercer County Vocational/Technical Schools,Trenton
183804,Merkaz Bnos High School & Career Institute,Brooklyn
183813,Morris County School of Technology,Denville
183822,Nursing ABC,Beaver Falls
183831,Converse International School of Languages - San Francisco,San Francisco
183840,Florida Language Center,Fort Lauderdale
183877,Han University of Traditional Medicine,Tucson
183886,Institute of Taoist Education & Acupuncture,Louisville
183895,Jung Tao School of Classical Chinese Medicine,Sugar Grove
183901,College of Acupuncture and Oriental Medicine at Northwestern Health Sciences University,Bloomington
183929,Carver College,Atlanta
183938,Ecclesia College,Springdale
183947,Huntsville Bible College,Huntsville
183956,Rio Grande Bible Institute,Edinburg
183965,SUM Bible College & Theological Seminary - Main Campus,Oakland
183983,World Mission University,Los Angeles
183992,American Business and Technology University,Saint Joseph
184001,Ashworth College,Norcross
184038,National Paralegal College,Phoenix
184056,Institute for Theraputic Massage,Toms River
184065,"New York Film Academy, New York",New York
184074,Academy of Natural Therapy,Greeley
184083,Ann Arbor Institute of Massage Therapy,Ann Arbor
184092,Big Sky Somatic Institute,Helena
184108,Cincinnati School of Medical Massage,Cincinnati
184117,Cleveland Institute of Medical Massage,Middleburg Heights
184135,Dayton School of Medical Massage,Dayton
184153,Santa Monica Montessori Institute,Santa Monica
184162,Maria Montessori Teacher Training Center,San Jose
184171,South Florida Montessori Education Center,Lake Worth
184199,Montessori Educational Institute of North America,Jackson
184232,Allied Career Center - Dallas,Dallas
184296,American Institute of Massage Therapy,Pompano Beach
184463,Brandon College,San Francisco
184490,California Institute of the Healing Arts & Sciences,Sacramento
184506,Career College of California,Santa Ana
184515,CBD College,Los Angeles
184524,"CCI Training Center, Inc. - Arlington",Arlington
184588,Auguste Escoffier School of Culinary Arts,Boulder
184728,First Institute Inc - Aurora,Aurora
184737,Focus: HOPE Information Technologies Center,Detroit
184746,"Franklin Career Colleges, Inc. - Ontario",Ontario
184764,"Franklin Career Colleges, Inc. - Inglewood",Inglewood
184773,"Franklin Career Colleges, Inc. - Van Nuys",Van Nuys
184782,Glendale Career College,Glendale
184807,Heartwood Institute,Garberville
184825,IITR Truck Driving School - Clackamas,Clackamas
184870,"InovaTech, Inc.",Fayetteville
184904,LearnQuest - Bala Cynwyd,Bala Cynwyd
184940,"Metro Auto Electronics Training Institute, Inc.",Kenilworth
184959,National Court Reporters Association,Vienna
184995,Natural Gourmet Institute for Health & Culinary Arts,New York
185013,Nevada School of Massage Therapy - Las Vegas,Las Vegas
185022,Nevada School of Massage Therapy - Salt Lake City,Salt Lake City
185031,Ohio Academy of Holistic Health,Huber Heights
185040,Phoenix East Aviation,Daytona Beach
185059,Phoenix Therapeutic Massage College - Phoenix,Phoenix
185068,Phoenix Therapeutic Massage College - Flagstaff,Flagstaff
185077,"Professional Careers Institute, Inc. - Houston",Houston
185086,Quest Career College - Bedford,Bedford
185095,Scandinavian Aviation Academy,El Cajon
185101,School of Tomorrow,Washington
185129,Seacoast Career Schools - Portsmouth,Portsmouth
185156,Springhouse Education and Consulting Services - Exton,Exton
185174,TechSkills - Sacramento,Sacramento
185183,Tri-State Semi Driver Training - Palmer,Palmer
185192,PC AGE - Jersey City,Jersey City
185217,"Video Symphony Enter Training, Inc.",Burbank
185226,Walter Jay M.D. Institute,Los Angeles
185235,Academy Di Capelli,Wallingford
185244,Academy of Professional Careers - Winter Park,Winter Park
185253,Paul Mitchell The School Miami,Miami
185262,"Health and Style Institute, LLC",Highpoint
185271,Shear Majik School of Beauty,Nashville
185280,Moler Hairstyling College,Gary
185299,Herzing University,Milwaukee
185305,American College of Education,Indianapolis
185314,New River Community and Technical College,Beckley
185323,Northcoast Medical Training Academy,Kent
185332,Absolute Safety Training Paramedic Program,Willows
185369,Alegent Health School of Medical Assisting,Omaha
185387,American College of Health Professions - Riverside,Riverside
185396,American Institute of Allied Health,Lewisville
185402,American Institute of Massage Therapy - Santa Ana,Santa Ana
185411,American Institute of Medical Technology,Tulsa
185457,ATA Career Education,Louisville
185484,Cambridge Institute of Allied Health,Altamonte Springs
185493,Cardiac & Vascular Institute of Ultrasound,Mobile
185509,Career Care Institute - Lancaster,Lancaster
185536,College America - Phoenix,Phoenix
185563,"Emergency Training Services, Inc.",Santa Cruz
185572,European Massage Therapy School - Skokie,Skokie
185606,Florida Medical Training Institute - Melbourne,Melbourne
185624,Fuller Circles School for Therapeutic Massage,Oakland
185633,Healing Touch Career College,Hattiesburg
185642,"Health Opportunity Technical Center, Inc.",Miami
185651,Cambridge Institute of Allied Health and Technology - Delray Beach,Delray Beach
185688,WellSpring School of Allied Health - Kansas City,Kansas City
185697,Massage Therapy Training Institute - Las Cruces,Las Cruces
185721,Midwest Institute of Massage Therapy,Belleville
185730,Northwest Health Careers,Las Vegas
185758,Ponce Technical School - Arecibo,Arecibo
185767,Renaissance School of Therapeutic Massage,Bountiful
185794,Universal College of Healing Arts - Omaha,Omaha
185800,Daoist Traditions College of Chinese Medical Arts,Asheville
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA",San Jose
185828,Rainstar University,Scottsdale
185837,Wu Hsing Tao School,Seattle
185846,UEI College - Cerritos,Cerritos
185855,American Pacific College,Van Nuys
185864,American Pacific College - Los Angeles,Los Angeles
185873,Automotive Training Center - Warminster PA,Warminster
185882,Avtech Institute of Technology,South Plainfield
185891,Bio-Chi Institute,Sioux City
185907,Blue Cliff - Houma,Houma
185925,Everest Institute - South Plainfield,South Plainfield
185934,Carib Technological Institute,Bayamon
185943,Carolina School of Broadcasting - Charlotte,Charlotte
185952,Fortis College - Largo,Largo
185961,Centro de Capacitacion y Asesoramiento,Caguas
185970,Centro de Estudios Multidisciplinarios - Bayamon,Bayamon
185989,College America - Cheyenne,Cheyenne
186007,D'Mart Institute - Ponce,Ponce
186016,Daytona College,Ormand Beach
186025,Deep Creek Construction School,Apple Valley
186034,Delta College of Arts & Technology - Lafayette,Lafayette
186043,Educational Technical College - San Sebastian,San Sebastian
186061,Everglades University - Orlando,Orlando
186070,Florida Education Center - Lauderhill,Lauderhill
186089,Hands on Therapy,Mesquite
186113,Industrial Management & Training Institute,Long Island City
186131,Institute of Professional Careers,Las Vegas
186159,Instituto Irma Valentin - Caguas,Caguas
186168,IntelliTec College - Pueblo,Pueblo
186177,J & J Hair Design College - Greenwood,Greenwood
186195,Kaplan College - Seattle Campus,Renton
186210,L'Ecole Culinare,St. Louis
186238,Los Angeles Film School - Hollywood,Hollywood
186265,Eastern International College - Belleville,Belleville
186274,National Communications Training Centers,San Marcos
186292,New England Culinary Institute - Cruz Bay,Cruz Bay
186308,Lincoln Technical Institute - Shelton,Shelton
186317,BIR Training Center - Loop Campus,Chicago
186326,Computer Systems Institute,Skokie
186335,Fairfield Career Center,Carroll
186344,Great Plains Technology Center,Frederick
186353,Newbridge College - Long Beach,Long Beach
186362,Northwest Regional Technology Institute,Erie
186380,Pacific Coast Trade School,Oxnard
186399,PCI Health Training Center - Richardson,Richardson
186405,Laurel Oaks Career Development Campus,Wilmington
186414,Platt College,Dallas
186423,Platt College - Moore,Moore
186432,Centura Institute,Orlando
186450,Precision Manufacturing Institute,Meadville
186469,Quality College of Culinary Careers,Fresno
186478,Technical Education College,Colorado Springs
186487,Remington College - North Houston Campus,Houston
186496,Grant Career Center,Bethel
186502,"SAE Institute of Technology, New York",New York
186520,Vocational Guidance Services,Cleveland
186539,West Virginia Career and Technical Institute,Institute
186566,St. Francis Career College - San Jose,San Jose
186584,The Art Institute of California - Inland,San Bernardino
186609,The Bryman School - Tempe,Tempe
186627,Presbyterian Theological Seminary in America,Santa Fe Springs
186636,Selma University,Selma
186645,W. L. Bonner College,Columbia
186654,The New School of Radio and Television,Albany
186672,Total International Career Institute,Hialeah
186681,Triangle Tech - Bethlehem,Bethlehem
186690,Universal Technical Institute of Massachusetts,Norwood
186706,Universal Technical Institute of Pennsylvania,Exton
186715,Universal Technical Institute/Northern California,Sacramento
186724,W.T.I. - Tulsa Campus,Tulsa
186742,WestMed College,San Jose
186779,Blue Cliff College - Fayetteville,Fayetteville
